title,year,tags,type_of_document,origin_of_document,caption,authors_of_document,collections,thumbs,url
L'intelligence artificielle. De quoi s'agit-il vraiment ?,2020,"[ ""Cédric Buron"" ]",livre,Cépaduès Editions,"Brochure de présentation du livre collectif ""L'intelligence artificielle. De quoi s'agit-il vraiment ?"" du GDR IA",Groupe de Recherche IA / CNRS,"[ ""1.1. Définir l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/gdr-ia-lia-de-quoi-sagit-il-vraiment.pdf.0.png.180.jpeg?v=1654170570825"",""size"":180},{""path"":""_thumbs/shaping-ai/gdr-ia-lia-de-quoi-sagit-il-vraiment.pdf.0.png.360.jpeg?v=1654170570970"",""size"":360},{""path"":""_thumbs/shaping-ai/gdr-ia-lia-de-quoi-sagit-il-vraiment.pdf.0.png.600.jpeg?v=1654170571003"",""size"":600},{""path"":""_thumbs/shaping-ai/gdr-ia-lia-de-quoi-sagit-il-vraiment.pdf.0.png.800.jpeg?v=1654170571105"",""size"":800},{""path"":""_thumbs/shaping-ai/gdr-ia-lia-de-quoi-sagit-il-vraiment.pdf.0.png.1600.jpeg?v=1654170570827"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220602_134918-4vi
XXII-CORE plateforme SaaS,2022,"[ ""William Eldin"" ]",notice produit,XXII (site web),Présentation de la technologie XXII Core qui permet le déploiement et paramétrage d'algorithmes de vision par ordinateur temps réel,Groupe XXII,"[ ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/xxii-core.pdf.0.png.180.jpeg?v=1654791244206"",""size"":180},{""path"":""_thumbs/shaping-ai/xxii-core.pdf.0.png.360.jpeg?v=1654791244245"",""size"":360},{""path"":""_thumbs/shaping-ai/xxii-core.pdf.0.png.600.jpeg?v=1654791244242"",""size"":600},{""path"":""_thumbs/shaping-ai/xxii-core.pdf.0.png.800.jpeg?v=1654791244245"",""size"":800},{""path"":""_thumbs/shaping-ai/xxii-core.pdf.0.png.1600.jpeg?v=1654791244450"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_181331-ani
Algotransparency,2021,"[ ""Frédéric Bardolle"" ]",présentation (projet),Site du projet,"Site du projet Algotransparency lancé par Guillaume Chaslot, ancien employé chez Youtube. Le projet cherche à comprendre comment l'algorithme de Youtube est fait et comment il oriente le type de contenus regardés.",Guillaume Chaslot,"[ ""3.3. Optimiser les algorithmes"", ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/copie-de-copie-de-algotransaprency.pdf.0.png.180.jpeg?v=1655146071697"",""size"":180},{""path"":""_thumbs/shaping-ai/copie-de-copie-de-algotransaprency.pdf.0.png.360.jpeg?v=1655146071743"",""size"":360},{""path"":""_thumbs/shaping-ai/copie-de-copie-de-algotransaprency.pdf.0.png.600.jpeg?v=1655146071725"",""size"":600},{""path"":""_thumbs/shaping-ai/copie-de-copie-de-algotransaprency.pdf.0.png.800.jpeg?v=1655146071739"",""size"":800},{""path"":""_thumbs/shaping-ai/copie-de-copie-de-algotransaprency.pdf.0.png.1600.jpeg?v=1655146071892"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220613_204707-fl6
« Nous ne sommes pas pieds et poings liés à Microsoft » interview de Stéphanie Combes,2020,"[ ""Émile Marzolf"" ]",article de presse,Le Point,"Interview de la directrice du Health Data Hub, Stéphanie Combes, parue dans Le Point, qui répond aux inquiétudes liées à l'hébergement des données de santé.",Guillaume Grallet,"[ ""4.2. Chaînes de valeur de la donnée"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/nous-ne-sommes-pas-pieds-et-poings-lies-a-microsoft-le-point.pdf.0.png.180.jpeg?v=1654540684266"",""size"":180},{""path"":""_thumbs/shaping-ai/nous-ne-sommes-pas-pieds-et-poings-lies-a-microsoft-le-point.pdf.0.png.360.jpeg?v=1654540684460"",""size"":360},{""path"":""_thumbs/shaping-ai/nous-ne-sommes-pas-pieds-et-poings-lies-a-microsoft-le-point.pdf.0.png.600.jpeg?v=1654540684466"",""size"":600},{""path"":""_thumbs/shaping-ai/nous-ne-sommes-pas-pieds-et-poings-lies-a-microsoft-le-point.pdf.0.png.800.jpeg?v=1654540684567"",""size"":800},{""path"":""_thumbs/shaping-ai/nous-ne-sommes-pas-pieds-et-poings-lies-a-microsoft-le-point.pdf.0.png.1600.jpeg?v=1654540684275"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_203753-hrc
Experts artificiels. Machines intelligentes et savoir social,1992,"[ ""Dominique Cardon"" ]",livre,Seuil,"Livre du sociologue Harry Collins à propos des ""experts artificiels""",Harry Collins,"[ ""1.2. Mettre en données le monde"", ""2.1. Performer le social"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/collins-experts-artificiels.pdf.0.png.180.jpeg?v=1653985331192"",""size"":180},{""path"":""_thumbs/shaping-ai/collins-experts-artificiels.pdf.0.png.360.jpeg?v=1653985331347"",""size"":360},{""path"":""_thumbs/shaping-ai/collins-experts-artificiels.pdf.0.png.600.jpeg?v=1653985331368"",""size"":600},{""path"":""_thumbs/shaping-ai/collins-experts-artificiels.pdf.0.png.800.jpeg?v=1653985331373"",""size"":800},{""path"":""_thumbs/shaping-ai/collins-experts-artificiels.pdf.0.png.1600.jpeg?v=1653985331302"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220531_102149-tkn
Statactivistes ? Encore un effort pour être vraiment révolutionnaires,2014,"[ ""PA Chevalier"" ]",article de blog,Blog d'Henri Verdier,"Post de blog d'Henri Verdier, ambassadeur pour les affaires numériques, à propos du stat-activisme",Henri Verdier,"[ ""1.2. Mettre en données le monde"", ""3.1. Appliquer l'IA (de la recherche au business)"", ""0. Des modes de participation à l'IA"", ""2.2. Produire une critique de l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/henri-verdier-blog-statactivistes-encore-un-effort-pour-e-tre-vraiment-re-volutionnaires.pdf.0.png.180.jpeg?v=1654859266580"",""size"":180},{""path"":""_thumbs/shaping-ai/henri-verdier-blog-statactivistes-encore-un-effort-pour-e-tre-vraiment-re-volutionnaires.pdf.0.png.360.jpeg?v=1654859266642"",""size"":360},{""path"":""_thumbs/shaping-ai/henri-verdier-blog-statactivistes-encore-un-effort-pour-e-tre-vraiment-re-volutionnaires.pdf.0.png.600.jpeg?v=1654859266623"",""size"":600},{""path"":""_thumbs/shaping-ai/henri-verdier-blog-statactivistes-encore-un-effort-pour-e-tre-vraiment-re-volutionnaires.pdf.0.png.800.jpeg?v=1654859266632"",""size"":800},{""path"":""_thumbs/shaping-ai/henri-verdier-blog-statactivistes-encore-un-effort-pour-e-tre-vraiment-re-volutionnaires.pdf.0.png.1600.jpeg?v=1654859266808"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220610_130713-hey
Rapport Administrateur Général des Données 2016-2017,2017,"[ ""PA Chevalier"" ]",rapport,Administrateur Général des Données,"Rapport public 2016-2017 de l'Administrateur Général des Données sur l’inventaire, la gestion, la production et l’exploitation des données par les administrations.",Henri Verdier,"[ ""1.2. Mettre en données le monde"", ""4.2. Chaînes de valeur de la donnée"", ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/rapportagd-2016-2017-web.pdf.0.png.180.jpeg?v=1654766122776"",""size"":180},{""path"":""_thumbs/shaping-ai/rapportagd-2016-2017-web.pdf.0.png.360.jpeg?v=1654766122830"",""size"":360},{""path"":""_thumbs/shaping-ai/rapportagd-2016-2017-web.pdf.0.png.600.jpeg?v=1654766122813"",""size"":600},{""path"":""_thumbs/shaping-ai/rapportagd-2016-2017-web.pdf.0.png.800.jpeg?v=1654766122914"",""size"":800},{""path"":""_thumbs/shaping-ai/rapportagd-2016-2017-web.pdf.0.png.1600.jpeg?v=1654766122885"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_111513-hw0
About Us - Heuritech,2022,"[ ""Charles Ollion"" ]",startup,Site d'Heuritech,"Présentation de l'entreprise Heuritech (produits, équipe, histoire, blog, etc)",Heuritech,"[ ""4.3. Formation des imaginaires par la mise en récit de l'IA"", ""3.1. Appliquer l'IA (de la recherche au business)"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/heuritech-divers.pdf.0.png.180.jpeg?v=1654592636486"",""size"":180},{""path"":""_thumbs/shaping-ai/heuritech-divers.pdf.0.png.360.jpeg?v=1654592636642"",""size"":360},{""path"":""_thumbs/shaping-ai/heuritech-divers.pdf.0.png.600.jpeg?v=1654592636668"",""size"":600},{""path"":""_thumbs/shaping-ai/heuritech-divers.pdf.0.png.800.jpeg?v=1654592636773"",""size"":800},{""path"":""_thumbs/shaping-ai/heuritech-divers.pdf.0.png.1600.jpeg?v=1654592636493"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220607_110336-v28
The City of Broken Windows - Hito Steyerl,2018,"[ ""Marie Lechner"" ]",œuvre,Site d'Esther Schipper,"Photographies de l'exposition ""The City of Broken Windows"" de Hito Steyerl",Hito Steyerl,"[ ""4.3. Formation des imaginaires par la mise en récit de l'IA"", ""3.5. Justifier les projets d’IA "" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/hito.pdf.0.png.180.jpeg?v=1654963052769"",""size"":180},{""path"":""_thumbs/shaping-ai/hito.pdf.0.png.360.jpeg?v=1654963052813"",""size"":360},{""path"":""_thumbs/shaping-ai/hito.pdf.0.png.600.jpeg?v=1654963052799"",""size"":600},{""path"":""_thumbs/shaping-ai/hito.pdf.0.png.800.jpeg?v=1654963052919"",""size"":800},{""path"":""_thumbs/shaping-ai/hito.pdf.0.png.1600.jpeg?v=1654963052879"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220611_175701-tvb
House of Mirrors,2022,"[ ""Marie Lechner"", ""RYBN"" ]",exposition,HMKV,"Exposition sur Pattern Recognition / IA - House of Mirrors à la HMKV à Dortmund (Allemagne). Curation par Marie Lechner, Inke Arns, Francis Hunger","HMKV, Dortmund (curation : Marie Lechner, Inke Arns, Francis Hunger)","[ ""2.3. Ouvrir les boîtes noires"", ""1.1. Définir l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/house-of-mirrors-artificial-intelligence-as-phantasm-hartware-medienkunstverein-dortmund-1.pdf.0.png.180.jpeg?v=1654808612263"",""size"":180},{""path"":""_thumbs/shaping-ai/house-of-mirrors-artificial-intelligence-as-phantasm-hartware-medienkunstverein-dortmund-1.pdf.0.png.360.jpeg?v=1654808612320"",""size"":360},{""path"":""_thumbs/shaping-ai/house-of-mirrors-artificial-intelligence-as-phantasm-hartware-medienkunstverein-dortmund-1.pdf.0.png.600.jpeg?v=1654808612280"",""size"":600},{""path"":""_thumbs/shaping-ai/house-of-mirrors-artificial-intelligence-as-phantasm-hartware-medienkunstverein-dortmund-1.pdf.0.png.800.jpeg?v=1654808612924"",""size"":800},{""path"":""_thumbs/shaping-ai/house-of-mirrors-artificial-intelligence-as-phantasm-hartware-medienkunstverein-dortmund-1.pdf.0.png.1600.jpeg?v=1654808612398"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_230214-49a
A New 2.5D Representation for Lymph Node Detection using Random Sets of Deep Convolutional Neural Network Observations,2014,"[ ""Ninon Burgos"" ]",article scientifique,arXiv,"Selon N. Burgos, c'est un des premiers articles à utiliser des réseaux de neurones convolutionnels profonds pour l'imagerie médicale, notamment pour la détection automatique de ganglion lymphatique","Holger R. Roth, Le Lu, Ari Seff, KevinM. Cherry, Joanne Hoffman, Shijun Wang, Jiamin Liu, Evrim Turkbey, Ronald M. Summers","[ ""1.5. Institutionnaliser l'IA comme discipline"", ""1.2. Mettre en données le monde"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/roth-et-al-a-new-2-5d-representation-for-lymph-node-detection-using-random-sets-of-deep-convolutional-neural-network.pdf.0.png.180.jpeg?v=1654771466681"",""size"":180},{""path"":""_thumbs/shaping-ai/roth-et-al-a-new-2-5d-representation-for-lymph-node-detection-using-random-sets-of-deep-convolutional-neural-network.pdf.0.png.360.jpeg?v=1654771466754"",""size"":360},{""path"":""_thumbs/shaping-ai/roth-et-al-a-new-2-5d-representation-for-lymph-node-detection-using-random-sets-of-deep-convolutional-neural-network.pdf.0.png.600.jpeg?v=1654771466706"",""size"":600},{""path"":""_thumbs/shaping-ai/roth-et-al-a-new-2-5d-representation-for-lymph-node-detection-using-random-sets-of-deep-convolutional-neural-network.pdf.0.png.800.jpeg?v=1654771466692"",""size"":800},{""path"":""_thumbs/shaping-ai/roth-et-al-a-new-2-5d-representation-for-lymph-node-detection-using-random-sets-of-deep-convolutional-neural-network.pdf.0.png.1600.jpeg?v=1654771466918"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220609_124413-8ll
Mitigating Unwanted Biases with Adversarial Learning,2018,"[ ""Ninon Burgos"", ""Alexandre Défossez"" ]",article scientifique,Arxiv,,"Hu Zhang, Lemoine, Mitchell","[ ""1.3. Modéliser"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/1801-07593.pdf.0.png.180.jpeg?v=1687966391901"",""size"":180},{""path"":""_thumbs/shaping-ai/1801-07593.pdf.0.png.360.jpeg?v=1687966391960"",""size"":360},{""path"":""_thumbs/shaping-ai/1801-07593.pdf.0.png.600.jpeg?v=1687966391911"",""size"":600},{""path"":""_thumbs/shaping-ai/1801-07593.pdf.0.png.800.jpeg?v=1687966392078"",""size"":800},{""path"":""_thumbs/shaping-ai/1801-07593.pdf.0.png.1600.jpeg?v=1687966392035"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230628_173238-izf
Un monde inexplicable (revue Tèque),2022,"[ ""Hubert Guillaud"" ]",essai,Tèque,"Article proposant une réflexion sur l'explicabilité, écrit par Hubert Guillaud pour le premier numéro de la revue Tèque qui s'intéresse aux relations entre technologies et société.",Hubert Guillaud,"[ ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/teque.pdf.0.png.180.jpeg?v=1654527234264"",""size"":180},{""path"":""_thumbs/shaping-ai/teque.pdf.0.png.360.jpeg?v=1654527234364"",""size"":360},{""path"":""_thumbs/shaping-ai/teque.pdf.0.png.600.jpeg?v=1654527234399"",""size"":600},{""path"":""_thumbs/shaping-ai/teque.pdf.0.png.800.jpeg?v=1654527234428"",""size"":800},{""path"":""_thumbs/shaping-ai/teque.pdf.0.png.1600.jpeg?v=1654527234345"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_165342-r6h
Recension du livre de Vincent Dubois sur internetactu.net,2021,"[ ""Hubert Guillaud"" ]",article (presse spécialisée),internet.actu,"Revue de l'enquête de Vincent Dubois sur le contrôle des bénéficiaires de l'aide sociale des Caisses d'Allocations Familiates, intitulée Contrôler les assistés, genèses et usages d'un mot d'ordre (Raison d'agir, 2021)",Hubert Guillaud,"[ ""2.5. Instrumenter l'action publique"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/p2-felix-a4-5.pdf.0.png.180.jpeg?v=1654525901752"",""size"":180},{""path"":""_thumbs/shaping-ai/p2-felix-a4-5.pdf.0.png.360.jpeg?v=1654525901880"",""size"":360},{""path"":""_thumbs/shaping-ai/p2-felix-a4-5.pdf.0.png.600.jpeg?v=1654525901914"",""size"":600},{""path"":""_thumbs/shaping-ai/p2-felix-a4-5.pdf.0.png.800.jpeg?v=1654525902031"",""size"":800},{""path"":""_thumbs/shaping-ai/p2-felix-a4-5.pdf.0.png.1600.jpeg?v=1654525901749"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_163055-brz
Tweet d'Hubert Guillaud,2021,"[ ""Hubert Guillaud"" ]",tweet,Twitter,tweet critique sur la position d'Aurélie Jean contre la publication des algorithmes privés.,Hubert Guillaud,"[ ""4.2. Chaînes de valeur de la donnée"", ""0. Des modes de participation à l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/tweet-aurelie-jean.pdf.0.png.180.jpeg?v=1654527456843"",""size"":180},{""path"":""_thumbs/shaping-ai/tweet-aurelie-jean.pdf.0.png.360.jpeg?v=1654527457008"",""size"":360},{""path"":""_thumbs/shaping-ai/tweet-aurelie-jean.pdf.0.png.600.jpeg?v=1654527457047"",""size"":600},{""path"":""_thumbs/shaping-ai/tweet-aurelie-jean.pdf.0.png.800.jpeg?v=1654527457159"",""size"":800},{""path"":""_thumbs/shaping-ai/tweet-aurelie-jean.pdf.0.png.1600.jpeg?v=1654527456844"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_165727-ofh
Rendre la complexité intelligible ou de la régulation des algorithmes,2017,"[ ""Hubert Guillaud"" ]",slides,FING,"Présentation des pistes d'innovation NosSystèmes, groupe de travail de la Fondation Internet Nouvelle Génération (FING)","Hubert Guillaud, Thierry Marcou","[ ""3.3. Optimiser les algorithmes"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/guillaud-fing-slides.pdf.0.png.180.jpeg?v=1654538854039"",""size"":180},{""path"":""_thumbs/shaping-ai/guillaud-fing-slides.pdf.0.png.360.jpeg?v=1654538854208"",""size"":360},{""path"":""_thumbs/shaping-ai/guillaud-fing-slides.pdf.0.png.600.jpeg?v=1654538854236"",""size"":600},{""path"":""_thumbs/shaping-ai/guillaud-fing-slides.pdf.0.png.800.jpeg?v=1654538854229"",""size"":800},{""path"":""_thumbs/shaping-ai/guillaud-fing-slides.pdf.0.png.1600.jpeg?v=1654538854138"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220606_200723-oj0
Rapport enjeux juridiques de l'IA - thinkH,2017,"[ ""Hugo Ruggieri"" ]",rapport,Think H+,Rapport à destination du rapport Villani par le think tank ThinkH+ (enjeux juridiaues du transhumanisme et de l'IA) sur les problématiques de l'IA dans le droit des données personnelles et le droit de la propriété intellectuelle,"Hugo Ruggierri, Félicité Bernard, Gabrielle Lecordier","[ ""2.4. Réguler l’IA"", ""1.1. Définir l'IA"", ""3.2. Expérimenter l’IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/thinkh-enjeux-juridiques-de-lia.pdf.0.png.180.jpeg?v=1655112296655"",""size"":180},{""path"":""_thumbs/shaping-ai/thinkh-enjeux-juridiques-de-lia.pdf.0.png.360.jpeg?v=1655112296675"",""size"":360},{""path"":""_thumbs/shaping-ai/thinkh-enjeux-juridiques-de-lia.pdf.0.png.600.jpeg?v=1655112296658"",""size"":600},{""path"":""_thumbs/shaping-ai/thinkh-enjeux-juridiques-de-lia.pdf.0.png.800.jpeg?v=1655112296688"",""size"":800},{""path"":""_thumbs/shaping-ai/thinkh-enjeux-juridiques-de-lia.pdf.0.png.1600.jpeg?v=1655112296866"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20220612_092214-jlh
portfolio d'Hugo Scurto - projets de design utilisant du ML,2022,"[ ""Hugo Scurto"" ]",portfolio,Hugo Scurto (site web),Présentation des projets de design réalisés par Hugo Scurto sur son site web.,Hugo Scurto,"[ ""2.3. Ouvrir les boîtes noires"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/hs-docs-indd-1-1.pdf.0.png.180.jpeg?v=1666270708109"",""size"":180},{""path"":""_thumbs/shaping-ai/hs-docs-indd-1-1.pdf.0.png.360.jpeg?v=1666270708179"",""size"":360},{""path"":""_thumbs/shaping-ai/hs-docs-indd-1-1.pdf.0.png.600.jpeg?v=1666270708162"",""size"":600},{""path"":""_thumbs/shaping-ai/hs-docs-indd-1-1.pdf.0.png.800.jpeg?v=1666270708719"",""size"":800},{""path"":""_thumbs/shaping-ai/hs-docs-indd-1-1.pdf.0.png.1600.jpeg?v=1666270708237"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20221020_145203-iqv
GANspire,2021,"[ ""Hugo Scurto"" ]",présentation (recherche),Hugo Scurto personal website,"Objet à comportement, GANspire explore la relation à la respiration en travaillant avec des pneumologues et des tracés respiratoires générés à partir d'un modèle d'IA.",Hugo Scurto,"[ ""2.3. Ouvrir les boîtes noires"", ""3.4. Travailler avec l'IA"" ]","[{""page"":0,""thumbsData"":[{""path"":""_thumbs/shaping-ai/hs-docs-indd-3-1.pdf.0.png.180.jpeg?v=1688304262071"",""size"":180},{""path"":""_thumbs/shaping-ai/hs-docs-indd-3-1.pdf.0.png.360.jpeg?v=1688304262102"",""size"":360},{""path"":""_thumbs/shaping-ai/hs-docs-indd-3-1.pdf.0.png.600.jpeg?v=1688304262100"",""size"":600},{""path"":""_thumbs/shaping-ai/hs-docs-indd-3-1.pdf.0.png.800.jpeg?v=1688304262109"",""size"":800},{""path"":""_thumbs/shaping-ai/hs-docs-indd-3-1.pdf.0.png.1600.jpeg?v=1688304262299"",""size"":1600}]}]",https://corpora.medialab.sciences-po.fr/shaping-ai/stories/fragment-20230702_152400-3gm
